GCCSA_NAME21	Age	EnglishProficiency	SpeaksEnglishOnly	YearOfArrival.max	persons_born_overseas
Rest of SA	75-84	Speaks English well or very well	0	2010	10
Rest of SA	75-84	Speaks English well or very well	0	2015	5
Rest of SA	75-84	Speaks English well or very well	0	2019	3
Rest of SA	85+				10
Rest of SA	85+			2005	16
Rest of SA	85+		0		4
Rest of SA	85+		1		139
Rest of SA	85+		1	2005	1536
Rest of SA	85+		1	2010	10
Rest of SA	85+		1	2015	6
Rest of SA	85+		1	2019	3
Rest of SA	85+	Speaks English not well or not at all	0		15
Rest of SA	85+	Speaks English not well or not at all	0	2005	117
Rest of SA	85+	Speaks English well or very well	0		28
Rest of SA	85+	Speaks English well or very well	0	2005	339
No usual address (WA)	0-14		1		4
No usual address (WA)	0-14		1	2018	4
No usual address (WA)	0-14		1	2019	6
No usual address (WA)	0-14		1	2021	23
No usual address (WA)	0-14	Speaks English not well or not at all	0	2021	7
No usual address (WA)	0-14	Speaks English well or very well	0	2021	8
No usual address (WA)	15-24				6
No usual address (WA)	15-24		1	2005	9
No usual address (WA)	15-24		1	2010	12
No usual address (WA)	15-24		1	2015	6
No usual address (WA)	15-24		1	2018	3
No usual address (WA)	15-24		1	2019	18
No usual address (WA)	15-24		1	2020	15
No usual address (WA)	15-24	Speaks English well or very well	0		3
No usual address (WA)	15-24	Speaks English well or very well	0	2005	3
No usual address (WA)	15-24	Speaks English well or very well	0	2010	14
No usual address (WA)	15-24	Speaks English well or very well	0	2018	4
No usual address (WA)	15-24	Speaks English well or very well	0	2019	9
No usual address (WA)	15-24	Speaks English well or very well	0	2020	9
No usual address (WA)	15-24	Speaks English well or very well	0	2021	4
No usual address (WA)	25-34				22
No usual address (WA)	25-34		1		8
No usual address (WA)	25-34		1	2005	35
No usual address (WA)	25-34		1	2010	20
No usual address (WA)	25-34		1	2015	26
No usual address (WA)	25-34		1	2016	5
No usual address (WA)	25-34		1	2017	7
No usual address (WA)	25-34		1	2018	19
No usual address (WA)	25-34		1	2019	35
No usual address (WA)	25-34		1	2020	16
No usual address (WA)	25-34		1	2021	5
No usual address (WA)	25-34	Speaks English not well or not at all	0		3
No usual address (WA)	25-34	Speaks English not well or not at all	0	2019	9
No usual address (WA)	25-34	Speaks English well or very well	0		6
No usual address (WA)	25-34	Speaks English well or very well	0	2005	5
No usual address (WA)	25-34	Speaks English well or very well	0	2010	6
No usual address (WA)	25-34	Speaks English well or very well	0	2015	16
No usual address (WA)	25-34	Speaks English well or very well	0	2016	7
No usual address (WA)	25-34	Speaks English well or very well	0	2017	11
No usual address (WA)	25-34	Speaks English well or very well	0	2018	22
No usual address (WA)	25-34	Speaks English well or very well	0	2019	79
No usual address (WA)	25-34	Speaks English well or very well	0	2020	24
No usual address (WA)	25-34	Speaks English well or very well	0	2021	15
No usual address (WA)	35-44				35
No usual address (WA)	35-44		1		5
No usual address (WA)	35-44		1	2005	41
No usual address (WA)	35-44		1	2010	20
No usual address (WA)	35-44		1	2015	22
No usual address (WA)	35-44		1	2016	3
No usual address (WA)	35-44		1	2020	3
No usual address (WA)	35-44		1	2021	7
No usual address (WA)	35-44	Speaks English well or very well	0	2005	14
No usual address (WA)	35-44	Speaks English well or very well	0	2010	13
No usual address (WA)	35-44	Speaks English well or very well	0	2015	15
No usual address (WA)	35-44	Speaks English well or very well	0	2017	4
No usual address (WA)	35-44	Speaks English well or very well	0	2019	3
No usual address (WA)	35-44	Speaks English well or very well	0	2021	9
No usual address (WA)	45-54				33
No usual address (WA)	45-54		1		3
No usual address (WA)	45-54		1	2005	79
No usual address (WA)	45-54		1	2010	13
No usual address (WA)	45-54		1	2015	6
No usual address (WA)	45-54		1	2018	3
No usual address (WA)	45-54		1	2021	3
No usual address (WA)	45-54	Speaks English well or very well	0	2005	15
No usual address (WA)	45-54	Speaks English well or very well	0	2010	12
No usual address (WA)	55-64				31
No usual address (WA)	55-64		1		5
No usual address (WA)	55-64		1	2005	150
No usual address (WA)	55-64		1	2010	9
No usual address (WA)	55-64		1	2015	3
No usual address (WA)	55-64		1	2016	3
No usual address (WA)	55-64		1	2019	3
No usual address (WA)	55-64		1	2020	4
No usual address (WA)	55-64	Speaks English not well or not at all	0	2005	3
No usual address (WA)	55-64	Speaks English well or very well	0	2005	12
No usual address (WA)	55-64	Speaks English well or very well	0	2010	3
No usual address (WA)	55-64	Speaks English well or very well	0	2015	3
No usual address (WA)	65-74				16
No usual address (WA)	65-74		1		4
No usual address (WA)	65-74		1	2005	137
No usual address (WA)	65-74		1	2010	9
No usual address (WA)	65-74	Speaks English well or very well	0	2005	5
No usual address (WA)	75-84				11
No usual address (WA)	75-84		1		6
No usual address (WA)	75-84		1	2005	31
No usual address (WA)	75-84		1	2015	4
No usual address (WA)	85+		1	2005	4
Migratory - Offshore - Shipping (WA)	15-24		1	2010	8
Migratory - Offshore - Shipping (WA)	15-24		1	2018	3
Migratory - Offshore - Shipping (WA)	25-34		1	2005	3
Migratory - Offshore - Shipping (WA)	25-34		1	2010	7
Migratory - Offshore - Shipping (WA)	25-34	Speaks English well or very well	0	2005	4
Migratory - Offshore - Shipping (WA)	35-44		1	2005	4
Migratory - Offshore - Shipping (WA)	35-44		1	2010	11
Migratory - Offshore - Shipping (WA)	35-44		1	2015	10
Migratory - Offshore - Shipping (WA)	35-44	Speaks English well or very well	0		6
Migratory - Offshore - Shipping (WA)	35-44	Speaks English well or very well	0	2005	3
Migratory - Offshore - Shipping (WA)	35-44	Speaks English well or very well	0	2015	4
Migratory - Offshore - Shipping (WA)	45-54		1	2005	7
Migratory - Offshore - Shipping (WA)	45-54		1	2010	3
Migratory - Offshore - Shipping (WA)	45-54		1	2015	4
Migratory - Offshore - Shipping (WA)	45-54	Speaks English well or very well	0		7
Migratory - Offshore - Shipping (WA)	45-54	Speaks English well or very well	0	2005	3
Migratory - Offshore - Shipping (WA)	45-54	Speaks English well or very well	0	2010	8
Migratory - Offshore - Shipping (WA)	45-54	Speaks English well or very well	0	2018	3
Migratory - Offshore - Shipping (WA)	55-64		1	2005	12
Migratory - Offshore - Shipping (WA)	55-64	Speaks English well or very well	0	2005	3
Migratory - Offshore - Shipping (WA)	65-74		1	2005	3
Greater Perth	0-14				40
Greater Perth	0-14			2010	9
Greater Perth	0-14			2015	12
Greater Perth	0-14			2016	4
Greater Perth	0-14			2017	6
Greater Perth	0-14			2018	9
Greater Perth	0-14			2019	3
Greater Perth	0-14			2020	7
Greater Perth	0-14			2021	6
Greater Perth	0-14		0		20
Greater Perth	0-14		0	2015	13
Greater Perth	0-14		0	2016	12
Greater Perth	0-14		0	2017	3
Greater Perth	0-14		0	2018	14
Greater Perth	0-14		0	2019	34
Greater Perth	0-14		0	2020	31
Greater Perth	0-14		0	2021	27
Greater Perth	0-14		1		719
Greater Perth	0-14		1	2010	2965
Greater Perth	0-14		1	2015	9282
Greater Perth	0-14		1	2016	1538
Greater Perth	0-14		1	2017	1367
Greater Perth	0-14		1	2018	1366
Greater Perth	0-14		1	2019	1354
Greater Perth	0-14		1	2020	955
Greater Perth	0-14		1	2021	464
Greater Perth	0-14	Speaks English not well or not at all	0		145
Greater Perth	0-14	Speaks English not well or not at all	0	2010	24
Greater Perth	0-14	Speaks English not well or not at all	0	2015	91
Greater Perth	0-14	Speaks English not well or not at all	0	2016	61
Greater Perth	0-14	Speaks English not well or not at all	0	2017	89
Greater Perth	0-14	Speaks English not well or not at all	0	2018	171
Greater Perth	0-14	Speaks English not well or not at all	0	2019	379
Greater Perth	0-14	Speaks English not well or not at all	0	2020	274
Greater Perth	0-14	Speaks English not well or not at all	0	2021	226
Greater Perth	0-14	Speaks English well or very well	0		622
Greater Perth	0-14	Speaks English well or very well	0	2010	2003
Greater Perth	0-14	Speaks English well or very well	0	2015	7844
Greater Perth	0-14	Speaks English well or very well	0	2016	1898
Greater Perth	0-14	Speaks English well or very well	0	2017	1731
Greater Perth	0-14	Speaks English well or very well	0	2018	1758
Greater Perth	0-14	Speaks English well or very well	0	2019	2101
Greater Perth	0-14	Speaks English well or very well	0	2020	900
Greater Perth	0-14	Speaks English well or very well	0	2021	282
Greater Perth	15-24				114
Greater Perth	15-24			2005	12
Greater Perth	15-24			2010	27
Greater Perth	15-24			2015	20
Greater Perth	15-24			2017	8
Greater Perth	15-24			2018	3
Greater Perth	15-24			2019	3
Greater Perth	15-24			2020	6
Greater Perth	15-24		0		12
Greater Perth	15-24		0	2005	6
Greater Perth	15-24		0	2010	28
Greater Perth	15-24		0	2015	17
Greater Perth	15-24		0	2017	4
Greater Perth	15-24		0	2018	3
Greater Perth	15-24		0	2019	6
Greater Perth	15-24		1		638
Greater Perth	15-24		1	2005	6013
Greater Perth	15-24		1	2010	15545
Greater Perth	15-24		1	2015	7401
Greater Perth	15-24		1	2016	654
Greater Perth	15-24		1	2017	588
Greater Perth	15-24		1	2018	675
Greater Perth	15-24		1	2019	885
Greater Perth	15-24		1	2020	496
Greater Perth	15-24		1	2021	183
Greater Perth	15-24	Speaks English not well or not at all	0		48
Greater Perth	15-24	Speaks English not well or not at all	0	2005	48
Greater Perth	15-24	Speaks English not well or not at all	0	2010	87
Greater Perth	15-24	Speaks English not well or not at all	0	2015	126
Greater Perth	15-24	Speaks English not well or not at all	0	2016	83
Greater Perth	15-24	Speaks English not well or not at all	0	2017	117
Greater Perth	15-24	Speaks English not well or not at all	0	2018	167
Greater Perth	15-24	Speaks English not well or not at all	0	2019	243
Greater Perth	15-24	Speaks English not well or not at all	0	2020	139
Greater Perth	15-24	Speaks English not well or not at all	0	2021	53
Greater Perth	15-24	Speaks English well or very well	0		482
Greater Perth	15-24	Speaks English well or very well	0	2005	2064
Greater Perth	15-24	Speaks English well or very well	0	2010	10381
Greater Perth	15-24	Speaks English well or very well	0	2015	9033
Greater Perth	15-24	Speaks English well or very well	0	2016	2005
Greater Perth	15-24	Speaks English well or very well	0	2017	2060
Greater Perth	15-24	Speaks English well or very well	0	2018	2675
Greater Perth	15-24	Speaks English well or very well	0	2019	3444
Greater Perth	15-24	Speaks English well or very well	0	2020	1529
Greater Perth	15-24	Speaks English well or very well	0	2021	185
Greater Perth	25-34				384
Greater Perth	25-34			2005	10
Greater Perth	25-34			2010	18
Greater Perth	25-34			2015	27
Greater Perth	25-34			2016	6
Greater Perth	25-34			2017	9
Greater Perth	25-34			2018	13
Greater Perth	25-34			2019	20
Greater Perth	25-34			2020	8
Greater Perth	25-34		0		19
Greater Perth	25-34		0	2005	6
Greater Perth	25-34		0	2010	25
Greater Perth	25-34		0	2015	26
Greater Perth	25-34		0	2016	6
Greater Perth	25-34		0	2017	8
Greater Perth	25-34		0	2018	14
Greater Perth	25-34		0	2019	12
Greater Perth	25-34		1		902
Greater Perth	25-34		1	2005	15847
Greater Perth	25-34		1	2010	10629
Greater Perth	25-34		1	2015	11870
Greater Perth	25-34		1	2016	1644
Greater Perth	25-34		1	2017	1551
Greater Perth	25-34		1	2018	1717
Greater Perth	25-34		1	2019	2097
Greater Perth	25-34		1	2020	968
Greater Perth	25-34		1	2021	383
Greater Perth	25-34	Speaks English not well or not at all	0		131
Greater Perth	25-34	Speaks English not well or not at all	0	2005	152
Greater Perth	25-34	Speaks English not well or not at all	0	2010	572
Greater Perth	25-34	Speaks English not well or not at all	0	2015	1267
Greater Perth	25-34	Speaks English not well or not at all	0	2016	402
Greater Perth	25-34	Speaks English not well or not at all	0	2017	442
Greater Perth	25-34	Speaks English not well or not at all	0	2018	505
Greater Perth	25-34	Speaks English not well or not at all	0	2019	683
Greater Perth	25-34	Speaks English not well or not at all	0	2020	234
Greater Perth	25-34	Speaks English not well or not at all	0	2021	77
Greater Perth	25-34	Speaks English well or very well	0		905
Greater Perth	25-34	Speaks English well or very well	0	2005	7094
Greater Perth	25-34	Speaks English well or very well	0	2010	13972
Greater Perth	25-34	Speaks English well or very well	0	2015	18699
Greater Perth	25-34	Speaks English well or very well	0	2016	4904
Greater Perth	25-34	Speaks English well or very well	0	2017	4528
Greater Perth	25-34	Speaks English well or very well	0	2018	5678
Greater Perth	25-34	Speaks English well or very well	0	2019	6740
Greater Perth	25-34	Speaks English well or very well	0	2020	2253
Greater Perth	25-34	Speaks English well or very well	0	2021	426
Greater Perth	35-44				315
Greater Perth	35-44			2005	25
Greater Perth	35-44			2010	34
Greater Perth	35-44			2015	22
Greater Perth	35-44			2016	7
Greater Perth	35-44			2017	3
Greater Perth	35-44			2019	3
Greater Perth	35-44			2020	3
Greater Perth	35-44		0		20
Greater Perth	35-44		0	2005	29
Greater Perth	35-44		0	2010	42
Greater Perth	35-44		0	2015	35
Greater Perth	35-44		0	2016	7
Greater Perth	35-44		0	2017	3
Greater Perth	35-44		0	2018	3
Greater Perth	35-44		0	2019	7
Greater Perth	35-44		1		840
Greater Perth	35-44		1	2005	26527
Greater Perth	35-44		1	2010	14542
Greater Perth	35-44		1	2015	12704
Greater Perth	35-44		1	2016	1091
Greater Perth	35-44		1	2017	874
Greater Perth	35-44		1	2018	827
Greater Perth	35-44		1	2019	800
Greater Perth	35-44		1	2020	436
Greater Perth	35-44		1	2021	217
Greater Perth	35-44	Speaks English not well or not at all	0		152
Greater Perth	35-44	Speaks English not well or not at all	0	2005	648
Greater Perth	35-44	Speaks English not well or not at all	0	2010	2058
Greater Perth	35-44	Speaks English not well or not at all	0	2015	1915
Greater Perth	35-44	Speaks English not well or not at all	0	2016	390
Greater Perth	35-44	Speaks English not well or not at all	0	2017	377
Greater Perth	35-44	Speaks English not well or not at all	0	2018	369
Greater Perth	35-44	Speaks English not well or not at all	0	2019	425
Greater Perth	35-44	Speaks English not well or not at all	0	2020	179
Greater Perth	35-44	Speaks English not well or not at all	0	2021	62
Greater Perth	35-44	Speaks English well or very well	0		675
Greater Perth	35-44	Speaks English well or very well	0	2005	17094
Greater Perth	35-44	Speaks English well or very well	0	2010	26895
Greater Perth	35-44	Speaks English well or very well	0	2015	21135
Greater Perth	35-44	Speaks English well or very well	0	2016	2758
Greater Perth	35-44	Speaks English well or very well	0	2017	2359
Greater Perth	35-44	Speaks English well or very well	0	2018	2341
Greater Perth	35-44	Speaks English well or very well	0	2019	2422
Greater Perth	35-44	Speaks English well or very well	0	2020	993
Greater Perth	35-44	Speaks English well or very well	0	2021	298
Greater Perth	45-54				216
Greater Perth	45-54			2005	40
Greater Perth	45-54			2010	18
Greater Perth	45-54			2015	10
Greater Perth	45-54			2016	4
Greater Perth	45-54			2020	3
Greater Perth	45-54		0		13
Greater Perth	45-54		0	2005	33
Greater Perth	45-54		0	2010	27
Greater Perth	45-54		0	2015	13
Greater Perth	45-54		0	2016	4
Greater Perth	45-54		0	2019	6
Greater Perth	45-54		0	2020	4
Greater Perth	45-54		1		972
Greater Perth	45-54		1	2005	42948
Greater Perth	45-54		1	2010	15093
Greater Perth	45-54		1	2015	7955
Greater Perth	45-54		1	2016	565
Greater Perth	45-54		1	2017	457
Greater Perth	45-54		1	2018	395
Greater Perth	45-54		1	2019	398
Greater Perth	45-54		1	2020	240
Greater Perth	45-54		1	2021	123
Greater Perth	45-54	Speaks English not well or not at all	0		178
Greater Perth	45-54	Speaks English not well or not at all	0	2005	2040
Greater Perth	45-54	Speaks English not well or not at all	0	2010	2333
Greater Perth	45-54	Speaks English not well or not at all	0	2015	1311
Greater Perth	45-54	Speaks English not well or not at all	0	2016	257
Greater Perth	45-54	Speaks English not well or not at all	0	2017	217
Greater Perth	45-54	Speaks English not well or not at all	0	2018	229
Greater Perth	45-54	Speaks English not well or not at all	0	2019	293
Greater Perth	45-54	Speaks English not well or not at all	0	2020	158
Greater Perth	45-54	Speaks English not well or not at all	0	2021	31
Greater Perth	45-54	Speaks English well or very well	0		448
Greater Perth	45-54	Speaks English well or very well	0	2005	18233
Greater Perth	45-54	Speaks English well or very well	0	2010	14814
Greater Perth	45-54	Speaks English well or very well	0	2015	8155
Greater Perth	45-54	Speaks English well or very well	0	2016	823
Greater Perth	45-54	Speaks English well or very well	0	2017	625
Greater Perth	45-54	Speaks English well or very well	0	2018	526
Greater Perth	45-54	Speaks English well or very well	0	2019	552
Greater Perth	45-54	Speaks English well or very well	0	2020	319
Greater Perth	45-54	Speaks English well or very well	0	2021	102
Greater Perth	55-64				147
Greater Perth	55-64			2005	48
Greater Perth	55-64			2010	12
